4885046	373300042	2.859950e+00	53.322
4885046	379877269	9.437177e+00	53.418
4885046	380479116	1.003902e+01	53.418
4885046	380826887	1.038679e+01	53.418
4885046	381176530	1.073644e+01	53.418
4885046	381523585	1.108349e+01	53.418
4885046	381993944	1.155385e+01	53.418
4885046	382535221	1.209513e+01	53.418
4885046	382887045	1.244695e+01	53.418
4885046	383234583	1.279449e+01	53.418
4885046	383582850	1.314276e+01	53.418
4885046	383932468	1.349238e+01	53.418
4885046	384286095	1.384600e+01	53.418
4885046	384633704	1.419361e+01	53.418
4885046	384981305	1.454121e+01	53.418
4885046	385329626	1.488953e+01	53.418
4885046	385696805	1.525671e+01	53.418
4885046	386047573	1.560748e+01	53.418
4885046	386404748	1.596466e+01	53.418
4885046	386753186	1.631309e+01	53.418
4885046	387102049	1.666196e+01	53.418
4885046	387451603	1.701151e+01	53.418
4885046	387808227	1.736814e+01	53.418
4885046	388161855	1.772176e+01	53.418
4885046	388516122	1.807603e+01	53.418
4885046	388864941	1.842485e+01	53.418
4885046	389213888	1.877380e+01	53.418
4885046	389560131	1.912004e+01	53.418
4885046	389911493	1.947140e+01	53.418
4885046	390258471	1.981838e+01	53.418
4885046	390606329	2.016624e+01	53.418
4885046	390959609	2.051952e+01	53.418
4885046	391309617	2.086953e+01	53.418
4885046	391656021	2.121593e+01	53.418
4885046	392012421	2.157233e+01	53.418
4885046	392369890	2.192980e+01	53.418
4885046	392715287	2.227520e+01	53.418
4885046	399271873	2.883178e+01	53.322
4885046	399616657	2.917656e+01	53.322
4885046	400167006	2.972691e+01	53.322
4885046	400536930	3.009684e+01	53.322
